stringOffset,value
1616118,System.Collections.Generic.IEnumerator<System.Type>.Current
1621387,GenericCollectionInterface
1621964,System.Collections.Generic.IEnumerator<System.Reflection.MemberInfo>.get_Current
1622045,System.Collections.Generic.IEnumerable<System.Reflection.MemberInfo>.GetEnumerator
1622157,System.Collections.Generic.IEnumerator<System.Reflection.MemberInfo>.Current
1624952,System.Collections.Generic.IList<System.Object>.get_Item
1625009,System.Collections.Generic.IList<System.Object>.set_Item
1625066,System.Collections.Generic.IList<System.Object>.RemoveAt
1625123,System.Collections.Generic.IList<System.Object>.Insert
1625178,System.Collections.Generic.ICollection<System.Object>.Add
1625236,System.Collections.Generic.ICollection<System.Object>.Clear
1625296,System.Collections.Generic.ICollection<System.Object>.Remove
1625357,System.Collections.Generic.IList<System.Object>.Item
1625410,<System-Collections-Generic-IEnumerable<System-Object>-GetEnumerator>d__25
1638739,get_ApiLevel
1638752,set_ApiLevel
1638765,get_HasApiLevel
1638781,ClearApiLevel
1638846,ApiLevelFieldNumber
1638866,ApiLevelDefaultValue
1638887,apiLevel_
1638918,ApiLevel
1638927,HasApiLevel
1657819,AboveSeaLevel
1657833,BelowSeaLevel
1659844,Artist
1660606,GPSTrackRef
1660618,GPSTrack
1661586,ThumbnailArtist
1667313,SetLeaderboardMetadataCollection
1667370,SetAchievementMetadataCollection
1667673,_idCollection
1667687,SetLeaderboardIDCollection
1667714,SetAchievementIDCollection
1671292,get_LeaderboardMetadataCollection
1671326,set_LeaderboardMetadataCollection
1671360,get_AchievementMetadataCollection
1671394,set_AchievementMetadataCollection
1671436,get_AchievementIDCollection
1671464,get_LeaderboardIDCollection
1671492,m_leaderboardMetadataCollection
1671524,m_achievementMetadataCollection
1671556,m_achievementIDCollection
1671582,m_leaderboardIDCollection
1671608,LeaderboardMetadataCollection
1671638,AchievementMetadataCollection
1671672,AchievementIDCollection
1671696,LeaderboardIDCollection
1672207,ALBUM
1678014,m_alertDialogCallbackCollection
1678342,_keysCollection
1678689,m_keysCollection
1682918,usesPhotoAlbum
1683084,get_PhotoAlbumUsagePermissionDescription
1683125,get_PhotoAlbumModifyUsagePermissionDescription
1683247,m_photoAlbumUsagePermissionDescription
1683286,m_photoAlbumModifyUsagePermissionDescription
1683402,PhotoAlbumUsagePermissionDescription
1683439,PhotoAlbumModifyUsagePermissionDescription
1685026,kStateUnlocked
1686679,IRateMyAppKeysCollection
1687636,leaderboardMetadataCollection
1687666,achievementMetadataCollection
1688823,_collectionType
1688878,AddNewObjectToCollection
1688927,gameServicesObjectCollection
1688956,eCollectionType
1696847,m_subMenuCollection
1700044,FontUpdateTracker
1700062,TrackText
1700087,UntrackText
1700099,m_Tracked
1702600,TrackSprite
1702912,TrackImage
1702923,UnTrackImage
1703292,m_TrackedTexturelessImages
1704622,m_Tracker
1716853,UnityEngine.UI.Collections
1720316,StartTrackingUIToolkitPanels
1720345,StopTrackingUIToolkitPanels
1720652,m_IsTrackingUIToolkitPanels
1723740,m_TrackedButtons
1758723,m_TrackedInstanceOperations
1761625,m_CollectionIndex
1763308,AllPackedAssetsAndDependencies
1777373,toplevel
1777781,topLevel
1788840,BuildCertificatesCollection
1788868,BuildCrlsCollection
1789602,NtlmAuthLevel
1789882,get_DefaultAuthLevel
1789903,defaultAuthLevel
1789920,DefaultAuthLevel
1790080,_level
1790098,AlertLevel
1790544,inferAlertLevel
1804071,PackedPlayModeBuildLogs
1805861,trackHandle
1806527,get_TrackedHandleCount
1806735,TrackHandle
1806747,ClearTrackHandles
1807394,<TrackHandle>b__73_0
1807834,TrackedHandleCount
1817684,disableCollectionElements
1817727,DisableForCollectionElements
1818288,DrawCollectionWithImGUI
1821466,OnCollectionChangedAttribute
1825041,RespectIndentLevel
1832092,BarChartFill
1832105,BarChartLineFill
1832122,BarChartLine
1832135,BarChartSteps
1832149,BarChart
1836429,CollectionFill
1836444,CollectionPlayFill
1836463,CollectionPlay
1838714,FileEarmarkMusicFill
1838735,FileEarmarkMusic
1839455,FileMusicFill
1839469,FileMusic
1840956,JournalAlbum
1842041,MusicNoteBeamed
1842057,MusicNoteList
1842071,MusicNote
1842081,MusicPlayerFill
1842097,MusicPlayer
1842867,PieChartFill
1842880,PieChart
1845929,UnlockFill
1854749,toastLevel
1855427,GeneralToastLevel
1857866,TapLogLevel
1862042,authenticationLevel
1862062,impersonationLevel
1864652,CollectionParser
1865024,CreateCollection
1865093,AddToCollection
1865120,ToStringCollection
1865225,CollectionHeaderTypeInfo`2
1865312,HttpHeaderValueCollection`1
1865699,"System.Collections.Generic.IEnumerator<System.Collections.Generic.KeyValuePair<System.String,System.Collections.Generic.IEnumerable<System.String>>>.get_Current"
1865860,"System.Collections.Generic.IEnumerator<System.Collections.Generic.KeyValuePair<System.String,System.Collections.Generic.IEnumerable<System.String>>>.Current"
1872051,_entriesCollection
1873610,_compressionLevel
1883058,AndroidAssetPackStatus
1883134,AndroidAssetPackError
1883171,PackUnavailable
1883285,AndroidAssetPackInfo
1883429,AndroidAssetPackState
1883451,AndroidAssetPackUseMobileDataRequestResult
1883527,AndroidAssetPacks
1883545,GetAssetPackManager
1883609,AssetPackManagerDownloadStatusCallback
1883648,assetPacks
1883659,assetPackName
1883673,assetPackStatus
1883689,assetPackSize
1883703,assetPackBytesDownloaded
1883728,assetPackTransferProgress
1883754,assetPackErrorCode
1883788,m_AssetPacks
1883801,AssetPackManagerMobileDataConfirmationCallback
1883879,AssetPackManagerStatusQueryCallback
1883915,assetPackNames
1883930,assetPackStatuses
1883948,assetPackErrorCodes
1883983,m_AssetPackNames
1894657,GetCurrentLevel
1894673,GetLevelCount
1894687,LoadLevel
1898299,transformTrackers
1898317,hierachyTrackers
1898992,IChangeTracker
1899007,ChangeTracker`1
1916998,ColorPackedAsTwoFloats
1920055,HotTrack
1920288,Chartreuse
1922741,IndexedCollectionPropertyBag`2
1922859,KeyValueCollectionPropertyBag`3
1925734,CreateIndexedCollectionPropertyBag
1925790,CreateKeyValueCollectionPropertyBag
1926056,m_CreateIndexedCollectionPropertyBagMethod
1926128,m_CreateKeyValueCollectionPropertyBagMethod
1928215,System.Collections.Generic.IEnumerator<System.Xml.Linq.XNode>.get_Current
1928289,System.Collections.Generic.IEnumerable<System.Xml.Linq.XNode>.GetEnumerator
1928373,System.Collections.Generic.IEnumerator<System.Xml.Linq.XNode>.Current
1928760,System.Collections.Generic.IEnumerator<System.Xml.Linq.XAttribute>.get_Current
1928839,System.Collections.Generic.IEnumerable<System.Xml.Linq.XAttribute>.GetEnumerator
1928920,System.Collections.Generic.IEnumerator<System.Xml.Linq.XAttribute>.Current
1937424,UnityEngine.TextCore.LowLevel
1938047,GlyphPackingMode
1945312,LCLogLevel
1949422,get_dopplerLevel
1949439,set_dopplerLevel
1950032,dopplerLevel
1951044,currentScaleVel
1952210,System.Collections.Generic.IEnumerator<LeTai.TrueShadow.Demo.HotDogSprite>.get_Current
1952297,System.Collections.Generic.IEnumerable<LeTai.TrueShadow.Demo.HotDogSprite>.GetEnumerator
1952401,System.Collections.Generic.IEnumerator<LeTai.TrueShadow.Demo.HotDogSprite>.Current
1966112,androidAudioTrackCount
1982535,set_limitUserTrackingInternal
1982596,set_limitUserTracking
1982705,limitUserTrackingInternal
1982758,limitUserTracking
1986837,ConfigurationPropertyCollection
1986869,ConfigurationElementCollection
1986900,ConfigurationCollectionAttribute
