path,type,semanticRole,confidence,evidence,relatedFiles,rhythmArchiveRelevance
META-INF/com/android/build/gradle/app-metadata.properties,Text-like,APK signing/provenance metadata,confirmed,META-INF path and ZIP role,AndroidManifest.xml,audit provenance only; never publish
classes.dex,DEX,Android/Dalvik bytecode,confirmed,DEX magic and classes*.dex path,AndroidManifest.xml;lib/*,Android shell only
assets/aa/Android/a71b59329fba6a44a1db8933ac14173d.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a738d0278ebf9ea2204afef6e35832c2.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a73bd1081cd66963689cea9fbd234e0e.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a73eb9e55a0d57d2f1216efd28f0b488.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a7407cd4c4ae9ea4ce9a90c767abaddf.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a7439a5cd8c4306124177c2bdc81e619.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a7499eb9c266db3c36d25a8e8fcb56f3.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a78b62a67dc5def7dce0a24320728f08.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a7a275be1b62166d65cd5b82b6d1ee44.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a7a4f54ffdef8beef73245b5f462d9d4.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a7a6cb0dbe4ffba71fa6da5684e1904c.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a7b16b4288e2ac94f0f3e6d4c59be06c.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a7bc9c77954290d3f83080c80c5f9750.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a7be597310782598c65a774f5aecc3a3.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a7cbfeb59ac7a9cac09e043c033b9cc5.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a7e5bf07f08544c6bdbf7f69c6901ef0.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a7f4f367ec2b67dc876242599b20f978.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a80fdcd26353e0cf78c5d7fec95855e8.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a850aad5a685eb241ebcdf579c4d7228.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a854755d55cca9db34a57151a496d302.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a88be6e2f52353e05cb1a4a22108bad8.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a89badc0b881539995356b3c089f065f.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a89c43ce00ec5b7d03c41ec519cd4931.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a8eba4e8fa913f1cac2aaf4466b7036c.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a904c90993e92b37d8726c73740398c2.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a935ddda99d4bcae3171d92cff904213.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a9448879e14ed265926f24a05dae20f5.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a96a2c83d5e6c45396b2762e5b81b051.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a976eb53b41d4328c052ac6bc52fd937.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a9796a3dfa1747ae89a0554d1d23c829.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a97e271acf935b4be09b9b12b7b8d498.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a9aa41ebfab3750a00d4a99ab44a7636.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a9afafe8f5d88ad7275bfca5c2b9e82f.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a9d89f1d86f774368a1e19154dcf86cd.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/a9e6e7b6ce5721eefe4fb3d4fca19af1.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aa01177ffb2d8e6548982fa363c6aa24.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aa2ca0bb1f5398a64ef62ccec7eab23c.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aa4598448eae475ae6829e3411a14198.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aa4c41149b21e964a989f0aabfa09020.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aa5c8bcbf1f167b135feae4bc74a1ac9.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aa5fe9cdd85e791228e1425657b04fab.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aa6cb6f9a85c1e7f7ea68ed5ca0f744e.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aa78b4808590ff8434d48cc36fc7897b.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aa8678a615ce7faeaeccf0730cb65b72.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aa98bab5e857934ad6b59f49ea662204.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aa9b0e88c7e429179a76f071eddda6fe.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aab9466cfd3094de38d388ad2c84d079.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aae683ef26deea45e50d67dede0ca7ba.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ab0d82991c1fec2cb8d11ca2a8ea9bbf.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ab3f4eb344c084bea1103422fd649b5e.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ab5a0f312c12ed4ef5fd428e0c616fcb.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ab63736657b48f816e254bffc8d7ffa2.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ab7fb4e8f57c4678ab181cb79c2a58c3.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/abefd6da6c2f50399a21c1c320a6db03.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/abfb35a056626ee7e91a9502acef79fb.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/abfda8b5705b478599163c761c383bdc.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ac318d8bd63997ec13e02a5ca6345b56.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ac42c80203ad8cef43fd9099d65b7ae8.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ac61240159549452d7256ec2f4ff7736.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ac6743066559996255bf46cd8951ee3a.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ac782bf20c202552f9f86c367b61dd13.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ac7965cc9900d4ae58d2d1c4fe3090cc.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ac941075686c1aaae6b59df5b33da83b.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aca28cfb7de4d7e29fde7f1935bed4ea.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/acdc352720ca3274442638c6ca420a45.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ace481e3ab2afaeb1c2cdcae43dfc181.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ace97ec40fc9d210372fe1ede3d8a3b4.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ad2a3fc650fdf61e8a039b4ec0b4900c.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ad491432b683cd87d9f5fbc99dc4513f.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ad64b77bf862d7f4639660dd81ca18cc.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ad657102e1c44834eb7ffeb95666b2c4.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ad6f5ecfe678b845b56d96a7fe9e2720.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ad8b14aa3f9e38421614ca00cc12bc45.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ad9172de53ac25036976d71625a94794.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/adce85d0ca7003d6b345f96efaa769e5.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/adf00303269db5602dcc72d8df615886.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/adfff4cdfa820ca2365b487e24c95971.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ae529905bde4376ffea31aacec9e6dd2.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ae54e8e912728d8c6526a6e65608923e.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ae58430cfa6a47030c5c6856e6cd16b1.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ae6fe0e99c8e73c334c72afbc4f6a8fd.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/ae9552d75e23c3685ae839e232a703d6.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aea14215c063fe5b1b55f55861e08ce9.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/aefe3a0a18907073eae0d83a38cb35a1.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/af02f888908f317c099978f2854ff914.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/af04f02a60bd2a2e3f953b3c0b73f31c.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/af16e48ceef24dd321cf974cf57b0504.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/af2a317c5a37dac03b131918bd67abf1.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/af2dc43f1f6ec38c8ce08b111be78b0d.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/af5422e130a7ccd7c2229b8d9163bda4.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/af696b9f7253f44ac6cb8b42848cc4d6.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/af75983131acfdd6123e70963d86a193.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
