path,type,semanticRole,confidence,evidence,relatedFiles,rhythmArchiveRelevance
assets/layouts/results/mid_button_pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/parallel-chara-backing.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/parallel-chara-lock.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/parallel-continue-pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/parallel-continue.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/percentage_back.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/potentialtext.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/rating_down.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/rating_keep.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/rating_off.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/rating_up.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/res_banner.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/res_bottombar.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/res_bottombar_disabled.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/res_bottombar_pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/res_button.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/res_button_select.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/res_scoresection.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/res_scoresection_beyond.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/res_scoresection_high.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/res_scoresection_parallel.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/result-arrow.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/result_stats_bg.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/result_stats_bg_easy.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/result_stats_bg_hard.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/reward_bg.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/reward_front.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/sync-dia-fill.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/sync-dia.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/world_reward_divider.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/results/world_reward_fragment_container.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/AlterEgoPuzzleLayer.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/AppendPackSaleAsset.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/CharacterPreviewCell.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/CharacterPreviewLayer.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/CurrentPackIndicator.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/CurrentPackIndicatorRestriction.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/CustomizeUnlockCondition.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/CustomizeUnlockUi.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/DifficultySelector.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/EtherDropBonus.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/HighscoreEntry.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/HighspeedSettingLayer.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/LastingEdenWarning.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/PackListSidebar.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/PackSelectCell.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/PayFragmentsDialogContents.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/PurchaseDialog.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/PurchaseSingleLayer.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/ScoreHeader.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/Settings.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/SimplePayCurrencyDialogContents.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/SinglesSelectionCell.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/SmallPackSelectCell.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/SongFilterDialog.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/SongSelectionCell.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/StickerTray.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/StoryLayer.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/SyncDialog.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/UnlockCondition.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/UnlockUi.csb,Binary,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/archive_song_cell_lock.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/audio_bluetooth.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/audio_headphones.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/audio_speaker.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/discount_cell.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/ether_diamond.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/ether_diamond_pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/ether_drop.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/folder_singles.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/folder_singles_top.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/hscenter.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/jacket_glow.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/locked_jacket.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/locked_jacket_shine.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/new.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/pack.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/pack_cell.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/pack_cell_selected.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/pack_cutout_pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/pack_epilogue.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/pack_selected.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/pack_selected_epilogue.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/pack_selector_restriction.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/pack_top.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/pluspartner_bg.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/sale.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/sale_bg.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/scorelist_cell.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/scorelist_shadow.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/settings_grad.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/settings_stepper.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/settings_stepper_disabled.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/settings_stepper_pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/single_back.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/single_bg.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/single_bg_2.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/single_bg_3.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/single_bottom.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/single_requirement_warning.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/single_requirement_warning_back.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/single_requirement_warning_underline.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song-cell-pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_cell_alterego.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_cell_corner_light.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_cell_lock.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_cell_lock_beyond.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_cell_lock_with_shadow.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_cell_locked.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_cell_name_underlay.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_cell_preferred.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_cell_preferred2.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_cell_preferred_pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_cell_right.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_cell_stamina.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_unlock_glow.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/song_unlock_ring.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-background-darken.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-divider-line-vert.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-divider-line.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-by-ascend-pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-by-ascend.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-by-descend-pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-by-descend.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-icon-active-pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-icon-active.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-icon-activeLeft-pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-icon-activeLeft.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-icon-activeRight-pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-icon-activeRight.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-icon-inactive-pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-icon-inactive.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-icon-inactiveTwo-pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-icon-inactiveTwo.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-reset-pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-sort-reset.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/songfilter-tray-backing.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/start.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/suki_off.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/sync.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/sync_box.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
assets/layouts/songselect/sync_pressed.png,PNG,Arcaea Cocos2d-x/Cocos Studio UI scene,high,assets/layouts or .csb path; family is segregated from images and metadata,assets/img/*;assets/startup/*,UI support only
