typeIndex,namespace,typeName,fullName,fieldStart,fieldCount,methodStart,methodCount,fields,methods,flags,bitfield,token,metadataConfidence,evidence
5768,,PhigrosUI,PhigrosUI,28038,5,43163,6,msgBoxPrefab;selectSavePopupPrefab;ConfirmationPopupPrefab;PopupBackgroundPrefab;SyncPopupPrefab,CreateMessageBox;ShowOkMessageBox;CreateSelectSavePopup;CreateConfirmationPopup;CreatePopupBackground;CreateSyncPopup,1048961,3072,33554570,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5785,,ChallengeModeLevelModControl,ChallengeModeLevelModControl,28117,1,43254,3,_progressControl,OnEnable;Update;.ctor,1048577,3072,33554587,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5786,,LevelOverComponent,LevelOverComponent,28135,11,43265,1,songsName;songsLevel;songsDifficulty;scoreText;perfectText;goodText;badText;missText;earlyText;lateText;cover,.ctor,1056771,3072,33554589,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5814,,Destruction321LevelEffect,Destruction321LevelEffect,28244,56,43327,7,d321ShaderVariantCollection;esc;bloom;glitch;rgbShift;gridMat;overTime;endTime;closeCornerUITime;closeAllUITime;exposure;saturation;contrast;bloomRadius;threshold;brightness;intensity;rgbShiftDeform;rgbShiftRadius;glitchRange;gridRadius;gridThickness;gridBaseBrightness;gridGlobalBrightness;gridSmoothness;edgePosY;blackMaskOpacity;blackBgOpacity;edgeAlpha;edge;grid;blackMask;blackBg;_pause;_progressBar;_score;_songsLevel;_songsName;_combo;_comboText;_timerText;_blackBgImage;_edgeCanvasGroup;_edgeTransform;_postProcessingManager;_mainCamera;_levelControl;_progressControl;_audioSource;_blackMaskControl;_timeTag;_isEnding;_title;_content;_okText;origBGAlpha,Start;Update;UpdateEffectParam;DestructAnimation;OnEnable;OnDisable;.ctor,1048577,3072,33554613,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5816,,DFLevelEffect,DFLevelEffect,28315,57,43345,6,dfShaderVariantCollection;esc;radialBlur;bloom;vignettePlus;gridMat;closeCornerUITime;openCountDownTime;closeAllUITime;exposure;saturation;contrast;radialBlurRadius;radialBlurDeform;bloomRadius;threshold;brightness;intensity;smoothness;vignetteRadius;darkness;noiseBrightness;noiseSaturation;lineOpacity;gridRadius;gridThickness;gridBaseBrightness;gridGlobalBrightness;gridSmoothness;edgePosY;countDownTime;blackMaskOpacity;blackBgOpacity;countDown;edge;grid;blackMask;blackBg;_pause;_progressBar;_score;_songsLevel;_songsName;_combo;_comboText;_uiCanvas;_timeText;_blackBgImage;_edgeTransform;_postProcessingManager;_mainCamera;_progressControl;_levelControl;_countDownTimeControl;_blackMaskControl;_timeTag;origBGAlpha,Start;Update;UpdateEffectParam;OnEnable;OnDisable;.ctor,1048577,3072,33554617,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5826,,<UnlockRetribution>d__54,<UnlockRetribution>d__54,28468,3,43393,6,<>1__state;<>2__current;<>4__this,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554629,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5827,,LuminescenceLevelEffect,LuminescenceLevelEffect,28407,48,43365,13,lumiShaderVariantCollection;particles;message;ambientAudio;targetMessageIndex;glitchSettings;escSettings;startEffectTime;explosionTime;stopTime;eventStartTime;eventEndTime;scoreCheckTime;ezTargetScore;hdTargetScore;inTargetScore;blackMaskOpacity;blackBgOpacity;blackMask;blackBg;_pause;_progressBar;_score;_songsLevel;_songsName;_combo;_comboText;_eventP1Failed;_eventP2Failed;_eventStart;_checkEnd;_effectStopTime;_targetScore;_timeText;_blackBgImage;_edgeTransform;_mainCamera;_progressControl;_scoreControl;_countDownTimeControl;_blackMaskControl;_shootUpParticleSystem;_explodeParticleSystem;_messageController;_postProcessingManager;_timeTag;_messageIndex;origBGAlpha,OnEnable;OnDisable;Update;MessageCount;HideUI;AmbientPlay;UnlockRetribution;UpdateEffectParam;.ctor;<OnEnable>b__48_0;<OnEnable>b__48_1;<UnlockRetribution>b__54_0;<UnlockRetribution>b__54_1,1048577,3072,33554625,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5837,,<UnlockRetribution>d__31,<UnlockRetribution>d__31,28574,4,43467,6,<>1__state;<>2__current;<>4__this;<t>5__2,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554640,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5839,,SongHintMap,SongHintMap,28589,3,43476,1,fromIndex;isAlt;toIndex,.ctor,1056770,3072,33554642,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5842,,Chapter8HintControl,Chapter8HintControl,28578,11,43473,3,waveDisplay;lengthText;contentText;content;hintLB;hintC;hintCollections;songHintMaps;waveSources;hintLBText;hintCText,Start;ShowHint;.ctor,1048577,3072,33554641,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5844,,Chapter8SecPhaseEffect,Chapter8SecPhaseEffect,28595,18,43482,4,processParticle;cubeParticle;noBloomMat;processBar;glitchedProcessBg;background;edgeFg;edgeBg;crashEdgeMat;grid;crashGridMat;glitchTimeMultiplier;glitchRange;edgeTimeMultiplier;glitchSettings;escSettings;_crashEdgeMat;_crashGridMat,Frac;OnEnable;GlitchAnimation;.ctor,1048577,3072,33554645,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5848,,<CloseSongDetailAnim>d__88,<CloseSongDetailAnim>d__88,28695,5,43537,6,<>1__state;<>2__current;<>4__this;<musicVolume>5__2;<progress>5__3,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554651,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5849,,<OpenSongDetailAnim>d__87,<OpenSongDetailAnim>d__87,28700,5,43543,6,<>1__state;<>2__current;<>4__this;<musicVolume>5__2;<progress>5__3,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554652,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5853,,Chapter8SelectMusicControl,Chapter8SelectMusicControl,28617,68,43492,32,<FromChapterSelector>k__BackingField;cutOut;scrollRect;uiCanvas;songDetailCanvas;blurAnimCurve;translucentImage;blurConfig;translucentImageSource;bgmPlayer;bgmFilter;particlesToHide;secondPhaseEffect;menu;menuFull;collectionButtonText;settingsButtonText;lockedSprite;songEntries;lockedEffect;songNameText;songArtistText;startSongNameText;startSongArtistText;songCoverImage;levelBarController;levelSliderController;playButton;lockedSongEffect;startAnimation;mirrorIcon;mirrorBackground;mirrorTextDisplay;illustratorText;charterText;startFadeOutAnimation;startFadeOutBackground;startSongInfo;recordInfoBar;unlockInfoBar;difficulty;level;score;acc;unlockTip;ratingDisplayController;chapter8HintControl;songDetailTweenControl;backgroundPrefab;selectMusicCanvasGroup;UILowCanvasGroup;flashEffectPrefab;chapter8ShaderVariantCollection;nowLevel;duckingVolume;duckingCutoffFrequency;collectionText;settingsText;songs;preloadedSprites;selectedSong;enableChartMirror;chapter8SelectMusicXPosition;onAnim;onPlay;enterLuminescenceByRotate;orientation;vrC8SelectMusicXPos,get_FromChapterSelector;set_FromChapterSelector;Start;Update;OnDisable;Back;ToCollection;ToSettings;ToSongList;StartNextScene;TurnToNextScene;StartAnim;Play;StartAnimation;SetGradiateAlpha;SetLevel;ToggleChartMirror;OpenSongDetail;OpenSongDetailNormal;OpenSongDetailAnim;CloseSongDetailAnim;UpdateInfo;OnUnlockStart;OpenSongDetailVR;OnDisableVR;UpdateInfoVR;.ctor;<Start>b__70_0;<Start>b__70_1;<Update>b__71_1;<OnUnlockStart>b__91_0;<OnUnlockStart>b__91_1,1048577,3072,33554647,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5861,,<ToChapter8Coroutine>d__26,<ToChapter8Coroutine>d__26,28782,4,43622,6,<>1__state;<>2__current;<>4__this;<chapter8Entered>5__2,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554664,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5862,,<ToCollectionCoroutine>d__25,<ToCollectionCoroutine>d__25,28786,4,43628,6,<>1__state;<>2__current;<>4__this;<beginTime>5__2,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554665,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5869,,ChapterInfo,ChapterInfo,28809,20,43648,1,chapterCode;songInfo;unlockInfo;coverAssetCode;coverBlurAssetCode;openAnimation;cover;coverBlur;play;locked;unlockTip;moreInfo;banner;title;subTitle;allSongNum;clearSongNum;fullComboSongNum;phiSongNum;open,.ctor,1048577,3072,33554671,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5877,,<ChapterAnimationControl>d__21,<ChapterAnimationControl>d__21,28866,6,43682,6,<>1__state;<>2__current;<>4__this;newChapterIndex;oldChapterIndex;<startTime>5__2,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554680,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5879,,ChapterSelector,ChapterSelector,28829,19,43649,18,_chapterInfos;_nowChapterIndex;_nowLevelIndex;_nowBackgroundIndex;_nowSliderPos;chapterPanel;background;chapterOpenCurve;coverBlurDisappearCurve;animationTime;chapterPrefs;cutOut;nowLevel;saturnOSLaunchControl;chapter8StartButtonText;chapter8AllNumTitle;leave;_progress;_leaveTime,Start;Update;OpenChapter;ChapterAnimationControl;LoadSongSelector;Collection;Setting;StartNextScene;TurnToNextScene;OnDisable;.ctor;<Start>g__GetBackgroundCode|17_0;<Start>g__IsSpecifiedSongReachScore|17_7;<Start>g__SetChapterUnlockTip|17_8;<Start>g__BuildTipText|17_12;<Start>g__SetChapterUnlockTipCase2|17_9;<Start>g__BuildTipTextCase2|17_13;<Start>g__GetLegacyChapterSongFinishNum|17_10,1048577,3072,33554672,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5880,,RemoveAllSongControl,RemoveAllSongControl,4294967295,0,43694,2,,Awake;.ctor,1048577,3072,33554682,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5903,,CollectionInformation,CollectionInformation,29054,2,43842,1,newIcon;titleText,.ctor,1048577,3072,33554705,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5908,,<PlayPreviewMusic>d__34,<PlayPreviewMusic>d__34,29097,3,43864,6,<>1__state;<>2__current;<>4__this,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554711,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5911,,CollectionsControl,CollectionsControl,29056,28,43843,8,_gameInformation;collectionSongs;collectionTexts;cutOut;chapterPrefab;filePreferb;fileText;chapterCanvas;fileWindowGameObject;fileCanvas;chapterText;fileGameObjdect;gotData;fileTransform;audioPlayer;getMoney;nowFileButton;illustrationContainer;illustrationPrefab;illustrationPreviewBG;illustrationPreview;illustrationPreviewInfo;illustrationBlurImageLoader;illustrationImageLoader;illustratorText;nowIndex;leaveTime;playTime,OpenChapter;OpenFile;Back;Start;StartNextScene;StartScene;PlayPreviewMusic;.ctor,1048577,3072,33554706,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5912,,CollectionSong,CollectionSong,29107,9,43882,1,index;chapterTitle;allNum;collectedNum;progressBar;chapterTitleText;pregressText;newCollectionsNum;collectionTexts,.ctor,1056769,3072,33554714,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5913,,CollectionText,CollectionText,29116,4,43883,1,keyName;multiLanguageTitle;getSong;texts,.ctor,1056769,3072,33554715,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5928,,SpecialSongNameReplacement,SpecialSongNameReplacement,29293,2,43966,1,songId;replacementObject,.ctor,1056771,3072,33554731,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5932,,LevelControl,LevelControl,29253,40,43952,14,levelInformation;progressControl;scoreControl;judgeControl;Click;Drag;Hold;Flick;ClickHL;HoldHL0;HoldHL1;DragHL;FlickHL;perfectJudge;goodJudge;background;judgeLine;gameCanvas;levelInformationIntro;gameCanvasAnimator;uIAnimator;backgroundCamera;backgroundTranslucentImage;backgroundRawImage;leftUITranslucentImage;leftUIRawImage;rightUITranslucentImage;rightUIRawImage;translucentImageSource;songsName;songsLevel;songsNameInIntro;illustratorInIntro;charterInIntro;chart;screenW;screenH;levelModCount;hitAudio;specialSongNameReplacements,Awake;Start;OnDestroy;SetCodeForNote;SortForNoteWithFloorPosition;SetInformation;GetRealTime;SortForAllNoteWithTime;.ctor;<Awake>b__41_0;<Start>b__42_0;<Start>g__ReplaceSongNameWithImage|42_1;<Start>g__DisplayOriginal|42_3;<Start>g__SetActiveStatus|42_5,1048577,3072,33554730,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5933,,ChartNote,ChartNote,29309,12,43981,1,type;time;positionX;holdTime;speed;floorPosition;isJudged;isJudgedForFlick;realTime;judgeLineIndex;noteIndex;noteCode,.ctor,1056769,3072,33554735,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5937,,Chart,Chart,29338,3,43986,3,formatVersion;offset;judgeLineList,Mirror;GetNoteCount;.ctor,1056769,3072,33554739,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5938,,LevelInformation,LevelInformation,29341,21,43989,4,speed;offset;noteScale;scale;numOfNotes;judgeLineList;chartNoteSortByTime;judgeLineOfCutIn;backgroundBlack;judgeLines;stopBeforeBegan;aPfCisOn;floorPositions;chartLoaded;levelBegan;levelOver;canLevelOver;canPause;hitFxIsOn;musicVol;_judgeLineColorSetOver,Start;Update;.ctor;.cctor,1048577,3080,33554740,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5939,,LevelUICont,LevelUICont,29362,6,43993,2,pause;score;songsName;songsLevel;lastScreenWidth;lastScreenHeight,Update;.ctor,1048577,3072,33554741,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5947,,<LevelOver>d__36,<LevelOver>d__36,29473,3,44034,6,<>1__state;<>2__current;<>4__this,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554750,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5951,,SpecialSongNameReplacement,SpecialSongNameReplacement,29553,2,44077,1,songId;replacementObject,.ctor,1056771,3072,33554754,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5955,,EnterIgalltaUnlockStateDelegate,EnterIgalltaUnlockStateDelegate,4294967295,0,44086,4,,.ctor;Invoke;BeginInvoke;EndInvoke,259,3072,33554758,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5959,,<<GetCollection>b__5>d,<<GetCollection>b__5>d,29580,4,44136,2,<>1__state;<>t__builder;<>4__this;<>u__1,MoveNext;SetStateMachine,1048835,3073,33554763,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5975,,CollectionDetailControl,CollectionDetailControl,29638,40,44205,4,titleText;titleOverlayText;dateText;dateOverlayText;supervisorText;supervisorOverlayText;categoryText;categoryOverlayText;extraPropertyText;extraPropertyOverlayText;contentText;contentRectTransform;dateKeyText;dateKeyOverlayText;dateKeyLengthText;dateKeyOverlayLengthText;supervisorKeyText;supervisorKeyOverlayText;supervisorKeyLengthText;supervisorKeyOverlayLengthText;categoryKeyText;categoryKeyOverlayText;categoryKeyLengthText;categoryKeyOverlayLengthText;extraPropertyKeyText;extraPropertyKeyOverlayText;extraPropertyKeyLengthText;extraPropertyKeyOverlayLengthText;progress;progressOverlay;progressFill;progressOverlayFill;statusText;statusOverlayText;getMoneyAnim;getMoneyAnimOverlay;getMoney;dateKeyTextString;supervisorKeyTextString;categoryKeyTextString,Start;ShowFile;.ctor;.cctor,1048577,3080,33554777,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5976,,CollectionFileControl,CollectionFileControl,29678,18,44209,9,file;folder;tweenState;baseText;overlayText;baseBoard;overlayBoard;baseMaskU2D;baseMaskD2U;overlayMaskU2D;overlayMaskD2U;index;rectTransform;newMark;newMarkOverlay;canvasGroup;height;isFullSize,get_Hidden;set_Hidden;Start;Init;Select;Open;Close;SetMask;.ctor,1048577,3072,33554778,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5977,,CollectionItem,CollectionItem,29696,10,44218,2,key;subIndex;getSong;name;date;supervisor;category;content;properties;isNew,IsMatch;.ctor,1056769,3072,33554779,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5980,,CollectionFolderControl,CollectionFolderControl,29706,11,44220,5,folder;detailControl;fileList;filePrefab;selectedFile;folderSummary;currentFile;files;viewport;content;fileOpenedInThisFrame,Init;OpenFile;LateUpdate;RefreshMask;.ctor,1048577,3072,33554780,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5981,,CollectionFolder,CollectionFolder,29727,12,44231,6,title;subTitle;startIndex;endIndex;excludedFiles;cover;files;fakeCoverFlag;fakeCoverCode;fakeCoverBlurCode;allNum;hasNew,get_Progress;get_IntProgress;CheckFiles;IsMatch;.ctor;<CheckFiles>b__16_0,1056769,3072,33554783,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5993,,<BackToChapter>d__39,<BackToChapter>d__39,29817,4,44280,2,<>1__state;<>t__builder;<>4__this;<>u__1,MoveNext;SetStateMachine,1048835,3073,33554796,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5995,,<OpenChapter>d__34,<OpenChapter>d__34,29824,5,44284,2,<>1__state;<>t__builder;<>4__this;index;<>u__1,MoveNext;SetStateMachine,1048835,3073,33554798,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6037,,ChallengeSongSelectorControl,ChallengeSongSelectorControl,30085,15,44483,10,songSelector;songCoverPanel;songCoveCollider;_uiPosSetOver;_rectTransform;challengeSongItems;selectButton;undoButton;undoButtonStateControl;playButton;songCoverImages;levelImage;difficulty;cutOut;_leaveTime,Start;Update;StartNextScene;TurnToNextScene;SetUiPos;SelectSong;UndoSelectSong;Play;SetText;.ctor,1048577,3072,33554838,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6038,,ChallengeSongItem,ChallengeSongItem,30104,4,44499,1,songInfo;levelIndex;result;noteCodes,.ctor,1056769,3072,33554840,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6039,,ChangeIgalltaChartsWithKey,ChangeIgalltaChartsWithKey,30108,6,44500,2,songSelector;songsLevels;keyString;targetSongId;chartKey;setOver,Update;.ctor,1048577,3072,33554841,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6041,,LevelBarController,LevelBarController,30114,8,44502,5,transSpeed;selectorPanel;levelInfos;targetBarWidth;targetInfoWidth;currentBarWidth;currentInfoWidth;coroutine,UpdateInfoWithAnimation;UpdateInfoImmediately;UpdateInfo;Anim;.ctor,1048577,3072,33554842,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6042,,LevelInfo,LevelInfo,30125,3,44513,5,mainObject;level;difficulty,SetActive;UpdateInfo;HideInfo;UpdatePosition;.ctor,1056769,3072,33554844,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6044,,LevelSliderController,LevelSliderController,30128,13,44518,7,LEVEL_NAMES;rectTransform;levelText;difficultyText;background;transSpeed;levelColor;targetLevel;targetDifficulty;targetPosition;currentDifficulty;currentPosition;coroutine,MoveToLevel;JumpToLevel;Hide;Show;Anim;.ctor;.cctor,1048577,3080,33554845,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6045,,LongSongNameReplacement,LongSongNameReplacement,30144,2,44531,1,songId;replacementObject,.ctor,1056769,3072,33554847,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6048,,SpecialSongNameReplacement,SpecialSongNameReplacement,30165,2,44548,1,songId;replacementObject,.ctor,1056771,3072,33554851,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6050,,SongListItem,SongListItem,30159,6,44542,6,songName;difficulty;locked;ratingDisplayController;specialSongNameReplacements;_rectTransform,set_RectPos;SetRating;SetRatingWithScore;ReplaceSongNameWithImage;.ctor;<ReplaceSongNameWithImage>g__SetActiveStatus|10_3,1048577,3072,33554850,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6065,,<ToNowSong>d__128,<ToNowSong>d__128,30324,3,44672,6,<>1__state;<>2__current;<>4__this,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554868,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6067,,SongSelector,SongSelector,30170,111,44553,61,soundWaveFrenzyLinkParticipatedPrefab;soundWaveFrenzyLinkPartnersPrefab;soundWaveFrenzyParticipatedSongs;soundWaveFrenzyPartnersSongs;nowChapterInfo;<SongItems>k__BackingField;challengeSongSelectorControl;nowSongSelectorValue;nowSong;nowLevel;chapterCoverSize;listMoveSpeed;lastLevel;sortType;sortDirection;levelNum;worldCanvasScale;nowFingerId;startFingerPosition;startListPosition;lastFrameSongSelectorValue;lastFrameFingerPos;moveRec;moveRecCount;startFingerPositionForSongCoverSelector;startListPositionForSongCoverSelector;lastFrameSongSelectorValueForSongCoverSelector;moveRecForSongCoverSelector;moveRecCountForSongCoverSelector;targetSong;isJumping;moved;songName;artist;longSongNameReplacements;specialSongNameReplacements;difficulty;level;locked;score;acc;unlockTip;priceText;startAnimation;startFadeOutAnimation;startFadeOutBackground;charterText;illustratorText;mirrorSplit;mirrorIcon;mirrorBackground;mirrorTextSize;mirrorTextDisplay;startButton;levelSliderController;levelBarController;ratingDisplayController;backgroundCamera;topBar;sortTypeText;sortDirectionImage;sortTypeTextCode;topBarAnchors;songCoverPanel;songCoverPanelRectTransform;songListPanelUpside;songListPanelDownside;songItemBackgroundPanel;infoBarContents;normalComponents;challengeModeComponents;notEnough;moneyAnimator;monetText;moneyAppear;contentCanvasScaleSetter;worldCanvasScaleSetter;canvasScaleFlag;worldScaleFlag;songItemPrefab;songCoverPrefab;songCoverImageForReplacingPrefab;songItemBackgroundPrefab;backgroundForReplacingPrefab;lockMaskPrefab;songListSlowDownSpeed;songListTransSpeed;levelColor;mainCamera;isMoving;exit;songListPanelUpsideRectTransform;songListPanelDownSideRectTransform;cutOut;spasmodicLockedMaterial;flashEffectPrefab;randomGameStartPrefab;toggleSimulateButton;fingerOnSongList;enableChartMirror;enableLegacy;legacyHoldTime;randomHoldTime;preloadedCovers;disableSongSelector;leaveTime;startScale;screenWidth;screenHeight;onStart;randomCharters,OpenLink;HandleCoverReplacing;PreloadImage;get_SongItems;set_SongItems;Back;ToSimulateMode;Setting;StartNextScene;TurnToNextScene;Awake;OnDisable;OnDestroy;Start;Update;CheckScreenResolution;ListSlowDown;ToNowSong;SetPosition;ChangeSortType;ChangeSortDirection;SortSong;RandomSong;Buy;ChangeChartCode;AddLevelMod;LegacyStart;NormalStart;RandomStart;StartRandomDifferentVersion;GameStart;StartAnimation;SetLevel;ReplaceCover;ToggleChartMirror;RefreshMirrorDisplay;SetText;OnVisionPlayGameStart;OnVisionPlayGameStartC8;ProcessChapter8AssignedSong;SetFlashAnimation;ReplaceWithMicroWave;ReplaceWithTheChariotReviival;JumpToIgalltaEvent;ChangeHouyouChart;AddLuminescenceMod;JumpToRrharilEvent;EnterClockParadoxEvent;JumpToSpasmodicEvent;AddTheCharioMod;.ctor;.cctor;<Start>g__HandleStrangeSongName|121_1;<CheckScreenResolution>b__126_0;<SortSong>b__132_1;<SortSong>b__132_2;<SortSong>b__132_3;<SortSong>b__132_4;<GameStart>b__143_2;<GameStart>g__ProcessQzkMod|143_3;<SetText>g__SetActiveStatus|149_4,1048577,3080,33554853,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6069,,SongSelectorItem,SongSelectorItem,30331,25,44684,26,songInfo;<Unlocked>k__BackingField;<PlayableLevelCount>k__BackingField;<SelectorTargetWidth>k__BackingField;<LegacyPlayable>k__BackingField;<InfoHidden>k__BackingField;sortIndex;records;chartAssetCode;unlockType;unlockInfo;price;coverAssetCode;coverBlurAssetCode;selectorItemUpside;selectorItemDownside;visible;cover;coverRect;background;backgroundImage;lockMask;previewClipPlayer;_hasLegacy;extraLevelMods,get_Unlocked;set_Unlocked;get_PlayableLevelCount;set_PlayableLevelCount;get_SelectorTargetWidth;set_SelectorTargetWidth;get_LegacyPlayable;set_LegacyPlayable;get_InfoHidden;set_InfoHidden;.ctor;Init;Unlock;SetPosition;SetListItemPosition;SetText;ChangeChartCode;HideInfo;GetDifficultyWeight;AddLevelMod;GetLevelStartInfo;<.ctor>g__DetectCoverAndBlurCode|40_0;<SetPosition>g__ClearImageLoaderCode|43_0;<SetPosition>g__EnableCover|43_1;<SetPosition>g__SetLowResImage|43_2;<SetPosition>g__SetImageWithTransition|43_3,1056769,3072,33554870,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
